time,asset,strategy,side,prob,entry,exit,pnl,status
2026-04-05T04:47:20.879Z,BTC,momentum,DOWN,0.7850,0.790000,1.000000,7.290000,WIN
2026-04-05T04:47:50.979Z,BTC,momentum,DOWN,0.8550,0.870000,1.000000,3.780000,WIN
2026-04-05T04:50:31.347Z,ETH,momentum,DOWN,0.4700,0.490000,1.000000,5.090000,WIN
2026-04-05T04:51:11.434Z,ETH,momentum,UP,0.6300,0.650000,0.000000,-13.890000,LOSS
2026-04-05T04:52:09.070Z,ETH,momentum,UP,0.6450,0.660000,0.000000,-1.190000,LOSS
2026-04-05T04:52:49.174Z,ETH,momentum,UP,0.7350,0.750000,0.000000,-3.760000,LOSS
2026-04-05T04:55:44.603Z,XRP,momentum,UP,0.7950,0.830000,0.000000,-0.300000,LOSS
2026-04-05T04:56:09.664Z,SOL,momentum,UP,0.8650,0.870000,1.000000,2.500000,WIN
2026-04-05T04:56:44.734Z,BTC,momentum,UP,0.8650,0.870000,1.000000,3.770000,WIN
2026-04-05T04:56:54.746Z,SOL,momentum,UP,0.9150,0.940000,1.000000,1.490000,WIN
2026-04-05T04:57:44.837Z,ETH,momentum,UP,0.9100,0.916254,1.000000,2.160000,WIN
2026-04-05T05:00:45.298Z,BTC,momentum,UP,0.7050,0.720000,1.000000,10.130000,WIN
2026-04-05T05:01:45.444Z,ETH,momentum,UP,0.8750,0.900000,1.000000,0.970000,WIN
2026-04-05T05:05:35.900Z,BTC,momentum,DOWN,0.5250,0.528556,0.000000,-42.740000,LOSS
2026-04-05T05:06:05.970Z,BTC,momentum,DOWN,0.3050,0.310000,0.000000,-16.300000,LOSS
2026-04-05T05:06:46.030Z,SOL,momentum,UP,0.7550,0.770000,1.000000,1.450000,WIN
2026-04-05T05:07:26.104Z,BTC,momentum,UP,0.9350,0.940000,1.000000,1.470000,WIN
2026-04-05T05:07:31.103Z,BTC,momentum,UP,0.9150,0.920000,1.000000,2.070000,WIN
2026-04-05T05:07:46.116Z,XRP,momentum,UP,0.9100,0.950000,1.000000,1.280000,WIN
2026-04-05T05:07:56.136Z,BTC,momentum,DOWN,0.0650,0.070000,0.000000,-25.950000,LOSS
2026-04-05T05:10:31.409Z,ETH,momentum,UP,0.5250,0.540000,1.000000,7.210000,WIN
2026-04-05T05:10:36.415Z,ETH,momentum,UP,0.5400,0.560000,1.000000,28.530000,WIN
2026-04-05T05:30:09.063Z,ETH,momentum,UP,0.5850,0.610000,1.000000,21.350000,WIN
2026-04-05T05:30:14.076Z,ETH,momentum,UP,0.6350,0.620000,1.000000,1.890000,WIN
2026-04-05T05:30:44.125Z,ETH,momentum,UP,0.6350,0.690000,0.000000,-33.820000,LOSS
2026-04-05T05:30:49.131Z,ETH,momentum,UP,0.6750,0.690000,0.000000,-22.740000,LOSS
2026-04-05T05:31:24.201Z,ETH,momentum,UP,0.7100,0.720000,0.000000,-17.250000,LOSS
2026-04-05T05:31:49.285Z,ETH,momentum,DOWN,0.5150,0.520000,1.000000,33.540000,WIN
2026-04-05T05:31:54.301Z,ETH,momentum,DOWN,0.5500,0.560000,1.000000,23.880000,WIN
2026-04-05T05:32:21.880Z,ETH,momentum,UP,0.7250,0.722021,1.000000,10.340000,WIN
2026-04-05T05:32:26.898Z,ETH,momentum,UP,0.7400,0.750000,1.000000,1.490000,WIN
2026-04-05T05:35:07.257Z,SOL,momentum,UP,0.4500,0.460000,1.000000,12.220000,WIN
2026-04-05T05:35:12.264Z,SOL,momentum,UP,0.5250,0.590000,1.000000,2.040000,WIN
2026-04-05T05:35:42.317Z,SOL,momentum,UP,0.6250,0.640000,1.000000,5.010000,WIN
2026-04-05T05:36:42.450Z,XRP,momentum,UP,0.3700,0.410000,0.000000,-20.560000,LOSS
2026-04-05T05:36:47.459Z,SOL,momentum,UP,0.6600,0.670000,1.000000,1.640000,WIN
2026-04-05T05:36:52.463Z,SOL,momentum,UP,0.6300,0.650000,0.000000,-24.000000,LOSS
2026-04-05T05:37:22.518Z,SOL,momentum,UP,0.6800,0.700000,0.000000,-30.120000,LOSS
2026-04-05T05:37:47.562Z,SOL,momentum,UP,0.8350,0.890000,0.000000,-25.700000,LOSS
2026-04-05T05:37:52.582Z,SOL,momentum,UP,0.8650,0.920000,0.000000,-24.750000,LOSS
2026-04-05T05:40:07.835Z,XRP,momentum,UP,0.4300,0.450000,1.000000,7.430000,WIN
2026-04-05T05:40:32.899Z,XRP,momentum,DOWN,0.7100,0.780000,0.000000,-31.590000,LOSS
2026-04-05T05:40:42.917Z,XRP,momentum,DOWN,0.8000,0.810000,0.000000,-25.960000,LOSS
2026-04-05T05:41:02.953Z,XRP,momentum,DOWN,0.7200,0.800000,0.000000,-31.660000,LOSS
2026-04-05T05:41:07.966Z,XRP,momentum,DOWN,0.7650,0.820000,0.000000,-28.740000,LOSS
2026-04-05T05:41:12.985Z,XRP,momentum,DOWN,0.7500,0.810000,0.000000,-18.360000,LOSS
2026-04-05T05:41:43.031Z,XRP,momentum,DOWN,0.6950,0.740000,0.000000,-30.800000,LOSS
2026-04-05T05:41:48.033Z,BTC,momentum,DOWN,0.9350,0.940000,1.000000,1.310000,WIN
2026-04-05T05:42:13.066Z,XRP,momentum,DOWN,0.6400,0.690000,0.000000,-33.130000,LOSS
2026-04-05T05:52:36.250Z,SOL,unknown,DOWN,0.7500,0.750000,0.000000,0.000000,LOSS
2026-04-05T05:55:49.247Z,SOL,momentum,DOWN,0.6900,0.710000,1.000000,0.510000,WIN
2026-04-05T05:55:54.264Z,SOL,momentum,DOWN,0.7100,0.780000,1.000000,7.640000,WIN
2026-04-05T05:56:29.333Z,SOL,momentum,DOWN,0.7850,0.790000,1.000000,6.640000,WIN
2026-04-05T05:56:54.388Z,SOL,momentum,DOWN,0.8500,0.880000,1.000000,3.200000,WIN
2026-04-05T06:01:09.914Z,XRP,momentum,DOWN,0.8650,0.940000,1.000000,1.520000,WIN
2026-04-05T06:01:14.925Z,XRP,momentum,DOWN,0.8400,0.890000,1.000000,3.020000,WIN
2026-04-05T06:01:39.965Z,XRP,momentum,DOWN,0.8850,0.910000,1.000000,2.230000,WIN
2026-04-05T06:02:00.012Z,BTC,momentum,DOWN,0.9050,0.910000,1.000000,2.140000,WIN
2026-04-05T06:07:38.243Z,ETH,unknown,DOWN,0.7500,0.750000,0.000000,0.000000,LOSS
2026-04-05T06:11:01.203Z,ETH,momentum,DOWN,0.8200,0.840000,1.000000,0.290000,WIN
2026-04-05T06:11:11.224Z,ETH,momentum,DOWN,0.8950,0.910000,1.000000,2.200000,WIN
2026-04-05T06:11:51.297Z,ETH,momentum,DOWN,0.9200,0.930000,1.000000,1.610000,WIN
2026-04-05T06:11:56.301Z,ETH,momentum,DOWN,0.9150,0.920000,1.000000,0.610000,WIN
2026-04-05T06:12:01.310Z,SOL,momentum,DOWN,0.8450,0.850000,1.000000,4.160000,WIN
2026-04-05T06:15:16.574Z,SOL,momentum,UP,0.4200,0.450000,0.000000,-51.770000,LOSS
2026-04-05T06:15:21.591Z,SOL,momentum,UP,0.4850,0.560000,0.000000,-30.890000,LOSS
2026-04-05T06:15:51.671Z,SOL,momentum,UP,0.4150,0.550000,0.000000,-2.760000,LOSS
2026-04-05T06:15:56.679Z,SOL,momentum,UP,0.4150,0.420000,0.000000,-13.060000,LOSS
2026-04-05T06:16:01.683Z,SOL,momentum,UP,0.4150,0.420000,0.000000,-12.640000,LOSS
2026-04-05T06:16:31.771Z,SOL,momentum,DOWN,0.6050,0.630000,1.000000,0.080000,WIN
2026-04-05T06:16:56.824Z,SOL,momentum,UP,0.2400,0.270000,0.000000,-7.460000,LOSS
2026-04-05T06:17:31.899Z,SOL,momentum,DOWN,0.8350,0.880000,1.000000,3.420000,WIN
2026-04-05T06:17:36.901Z,SOL,momentum,DOWN,0.9450,0.950000,1.000000,1.080000,WIN
2026-04-05T06:22:12.462Z,XRP,momentum,DOWN,0.7050,0.740000,0.000000,-3.710000,LOSS
2026-04-05T06:22:42.530Z,XRP,momentum,DOWN,0.6700,0.690000,0.000000,-28.000000,LOSS
2026-04-05T06:25:57.908Z,BTC,momentum,UP,0.8350,0.840000,1.000000,4.100000,WIN
2026-04-05T06:26:02.922Z,BTC,momentum,UP,0.8550,0.837609,1.000000,3.970000,WIN
2026-04-05T06:51:28.725Z,ETH,momentum,DOWN,0.7000,0.720000,1.000000,11.170000,WIN
2026-04-05T07:56:01.528Z,SOL,momentum,UP,0.4800,0.510000,0.000000,-5.120000,LOSS
2026-04-05T07:56:06.530Z,SOL,momentum,UP,0.5150,0.560000,0.000000,-30.890000,LOSS
2026-04-05T07:56:26.580Z,SOL,momentum,UP,0.5400,0.560000,0.000000,-28.080000,LOSS
2026-04-05T07:57:46.825Z,SOL,momentum,UP,0.6850,0.740000,0.000000,-2.810000,LOSS
2026-04-05T07:57:49.324Z,SOL,momentum,UP,0.6850,0.740000,0.000000,-0.820000,LOSS
2026-04-05T08:02:39.901Z,ETH,momentum,UP,0.8550,0.880000,1.000000,2.960000,WIN
2026-04-05T09:01:24.905Z,XRP,momentum,UP,0.8950,0.900000,1.000000,0.150000,WIN
2026-04-05T09:01:54.987Z,XRP,momentum,UP,0.9350,0.940000,1.000000,0.020000,WIN
2026-04-05T09:16:50.682Z,SOL,momentum,DOWN,0.8150,0.840000,1.000000,4.580000,WIN
2026-04-05T09:17:25.731Z,SOL,momentum,DOWN,0.8350,0.870000,1.000000,3.520000,WIN
2026-04-05T09:17:33.257Z,SOL,momentum,DOWN,0.8650,0.880000,1.000000,3.010000,WIN
2026-04-05T09:26:55.071Z,BTC,momentum,UP,0.9150,0.920000,1.000000,0.080000,WIN
2026-04-05T09:27:15.120Z,BTC,momentum,UP,0.9250,0.940000,1.000000,0.060000,WIN
2026-04-05T09:27:20.122Z,BTC,momentum,UP,0.9350,0.910000,1.000000,0.090000,WIN
2026-04-05T09:27:50.156Z,BTC,momentum,UP,0.8850,0.890000,1.000000,0.120000,WIN
2026-04-05T09:27:55.157Z,BTC,momentum,UP,0.9050,0.900000,1.000000,0.110000,WIN
2026-04-05T09:28:00.158Z,BTC,momentum,UP,0.9150,0.920000,1.000000,0.080000,WIN
2026-04-05T09:41:31.599Z,XRP,momentum,DOWN,0.9250,0.950000,0.000000,-1.010000,LOSS
2026-04-05T09:41:36.598Z,XRP,momentum,DOWN,0.9050,0.950000,0.000000,-1.040000,LOSS
2026-04-05T10:01:52.181Z,XRP,momentum,DOWN,0.8350,0.870000,1.000000,0.150000,WIN
