time,asset,strategy,side,prob,entry,exit,pnl,status
2026-04-03T15:15:02.633Z,BTC,momentum,DOWN,0.8650,0.870000,0.000000,-1.010000,LOSS
2026-04-03T15:15:02.634Z,BTC,momentum,DOWN,0.6550,0.660000,0.000000,-1.010000,LOSS
2026-04-03T15:19:20.690Z,BTC,momentum,DOWN,0.7500,0.750000,0.000000,0.000000,LOSS
2026-04-03T15:19:25.694Z,ETH,momentum,DOWN,0.7500,0.750000,0.000000,0.000000,LOSS
2026-04-03T15:19:35.706Z,BTC,momentum,DOWN,0.7500,0.750000,0.000000,0.000000,LOSS
2026-04-03T15:19:45.711Z,BTC,momentum,DOWN,0.7500,0.750000,0.000000,0.000000,LOSS
2026-04-03T15:19:55.722Z,BTC,momentum,DOWN,0.7500,0.750000,0.000000,0.000000,LOSS
2026-04-03T15:25:01.324Z,BTC,momentum,UP,0.9150,0.900000,1.000000,0.110000,WIN
2026-04-03T15:25:01.325Z,BTC,momentum,UP,0.6650,0.680000,1.000000,0.480000,WIN
2026-04-03T15:25:01.325Z,BTC,momentum,UP,0.7100,0.760000,1.000000,0.330000,WIN
2026-04-03T15:25:01.325Z,BTC,momentum,UP,0.6650,0.640000,1.000000,0.540000,WIN
2026-04-03T15:25:01.325Z,BTC,momentum,UP,0.6600,0.680000,1.000000,0.480000,WIN
2026-04-03T15:30:01.932Z,BTC,momentum,DOWN,0.7550,0.760000,0.000000,-1.010000,LOSS
2026-04-03T15:30:01.932Z,BTC,momentum,DOWN,0.6550,0.660000,0.000000,-1.010000,LOSS
2026-04-03T15:30:01.933Z,BTC,momentum,DOWN,0.7750,0.780000,0.000000,-1.010000,LOSS
2026-04-03T15:30:01.933Z,BTC,momentum,DOWN,0.6650,0.670000,0.000000,-1.010000,LOSS
2026-04-03T15:30:01.933Z,BTC,momentum,DOWN,0.6600,0.670000,0.000000,-1.020000,LOSS
2026-04-03T15:30:01.933Z,BTC,momentum,DOWN,0.8150,0.790000,0.000000,-0.970000,LOSS
2026-04-03T15:35:02.490Z,BTC,momentum,UP,0.7150,0.670000,1.000000,0.460000,WIN
2026-04-03T15:35:02.491Z,BTC,momentum,UP,0.8750,0.880000,1.000000,0.130000,WIN
2026-04-03T15:35:02.490Z,BTC,momentum,UP,0.9300,0.940000,1.000000,0.060000,WIN
2026-04-03T15:40:03.130Z,BTC,momentum,UP,0.6550,0.640000,0.000000,-0.980000,LOSS
2026-04-03T15:55:03.645Z,BTC,momentum,DOWN,0.7250,0.690000,0.000000,-0.950000,LOSS
2026-04-03T15:55:03.645Z,BTC,momentum,DOWN,0.6750,0.700000,0.000000,-1.040000,LOSS
2026-04-03T15:55:03.645Z,BTC,momentum,DOWN,0.7650,0.740000,0.000000,-0.970000,LOSS
2026-04-03T15:55:03.645Z,BTC,momentum,DOWN,0.8250,0.830000,0.000000,-1.010000,LOSS
2026-04-03T15:55:03.645Z,BTC,momentum,DOWN,0.7200,0.705680,0.000000,-0.980000,LOSS
2026-04-03T16:00:01.882Z,BTC,momentum,UP,0.6650,0.670000,1.000000,0.490000,WIN
2026-04-03T16:00:01.881Z,BTC,momentum,UP,0.6850,0.650000,1.000000,0.510000,WIN
2026-04-03T16:05:02.381Z,BTC,momentum,UP,0.7650,0.780000,0.000000,-1.020000,LOSS
2026-04-03T16:05:02.380Z,BTC,momentum,UP,0.8350,0.910000,0.000000,-1.090000,LOSS
2026-04-03T16:05:02.381Z,BTC,momentum,UP,0.8700,0.840000,0.000000,-0.970000,LOSS
2026-04-03T16:05:02.381Z,BTC,momentum,UP,0.9150,0.910000,0.000000,-1.000000,LOSS
2026-04-03T16:05:02.381Z,BTC,momentum,UP,0.7950,0.780000,0.000000,-0.980000,LOSS
2026-04-03T16:05:02.381Z,BTC,momentum,UP,0.9350,0.940000,0.000000,-1.010000,LOSS
2026-04-03T16:05:02.381Z,BTC,momentum,UP,0.6750,0.730000,0.000000,-1.080000,LOSS
2026-04-03T16:05:02.381Z,BTC,momentum,UP,0.9050,0.960000,0.000000,-1.060000,LOSS
2026-04-03T16:05:02.381Z,BTC,momentum,UP,0.7650,0.770000,0.000000,-1.010000,LOSS
2026-04-03T16:05:02.381Z,BTC,momentum,UP,0.8950,0.880000,0.000000,-0.990000,LOSS
2026-04-03T16:05:02.381Z,BTC,momentum,UP,0.8750,0.900000,0.000000,-1.030000,LOSS
2026-04-03T16:14:33.998Z,BTC,momentum,UP,0.7500,0.750000,0.000000,0.000000,LOSS
2026-04-03T16:14:49.029Z,BTC,momentum,UP,0.7500,0.750000,0.000000,0.000000,LOSS
2026-04-03T16:14:54.046Z,BTC,momentum,UP,0.7500,0.750000,0.000000,0.000000,LOSS
2026-04-03T16:15:01.567Z,BTC,momentum,UP,0.9350,0.940000,1.000000,0.060000,WIN
2026-04-03T16:15:01.567Z,BTC,momentum,UP,0.9450,0.950000,1.000000,0.050000,WIN
2026-04-03T16:19:47.223Z,BTC,momentum,UP,0.7350,0.735000,0.000000,0.000000,LOSS
2026-04-03T16:20:02.259Z,BTC,momentum,UP,0.7650,0.770000,0.000000,-1.010000,LOSS
2026-04-03T16:20:02.259Z,BTC,momentum,UP,0.6950,0.700000,0.000000,-1.010000,LOSS
2026-04-03T16:20:02.258Z,BTC,momentum,UP,0.6750,0.680000,0.000000,-1.010000,LOSS
2026-04-03T16:20:02.259Z,BTC,momentum,UP,0.6550,0.670000,0.000000,-1.030000,LOSS
2026-04-03T16:24:02.822Z,BTC,momentum,UP,0.9050,0.905000,0.000000,0.000000,LOSS
2026-04-03T16:25:02.979Z,BTC,momentum,UP,0.9450,0.950000,0.000000,-1.010000,LOSS
2026-04-03T16:25:02.980Z,BTC,momentum,UP,0.9150,0.920000,0.000000,-1.010000,LOSS
2026-04-03T16:25:02.981Z,BTC,momentum,UP,0.8550,0.860000,0.000000,-1.010000,LOSS
2026-04-03T16:25:02.980Z,BTC,momentum,UP,0.8850,0.890000,0.000000,-1.010000,LOSS
2026-04-03T16:25:02.981Z,BTC,momentum,UP,0.8150,0.820000,0.000000,-1.010000,LOSS
2026-04-03T16:25:02.981Z,BTC,momentum,UP,0.8700,0.870000,0.000000,-1.000000,LOSS
2026-04-03T16:25:02.980Z,BTC,momentum,UP,0.8850,0.910000,0.000000,-1.030000,LOSS
2026-04-03T16:25:02.981Z,BTC,momentum,UP,0.8750,0.880000,0.000000,-1.010000,LOSS
2026-04-03T16:29:13.585Z,ETH,momentum,UP,0.9450,0.945000,0.000000,0.000000,LOSS
2026-04-03T16:30:03.687Z,ETH,momentum,UP,0.9000,0.910000,1.000000,0.100000,WIN
2026-04-03T16:30:03.687Z,ETH,momentum,UP,0.9050,0.910000,1.000000,0.100000,WIN
2026-04-03T16:30:03.687Z,ETH,momentum,UP,0.9050,0.910000,1.000000,0.100000,WIN
2026-04-03T16:30:03.685Z,ETH,momentum,UP,0.9350,0.940000,1.000000,0.060000,WIN
2026-04-03T16:49:27.926Z,ETH,momentum,UP,0.7500,0.750000,0.000000,0.000000,LOSS
2026-04-03T16:49:42.973Z,ETH,momentum,UP,0.7500,0.750000,0.000000,0.000000,LOSS
2026-04-03T16:49:47.977Z,ETH,momentum,UP,0.7500,0.750000,0.000000,0.000000,LOSS
2026-04-03T16:49:57.993Z,ETH,momentum,UP,0.7500,0.750000,0.000000,0.000000,LOSS
2026-04-03T16:53:35.897Z,ETH,momentum,UP,0.8050,0.810000,1.000000,0.230000,WIN
2026-04-03T16:53:45.931Z,ETH,momentum,UP,0.8850,0.890000,1.000000,0.120000,WIN
2026-04-03T16:53:55.949Z,ETH,momentum,UP,0.9300,0.950000,1.000000,0.050000,WIN
2026-04-03T16:54:00.963Z,ETH,momentum,UP,0.9400,0.950000,1.000000,0.050000,WIN
