time,asset,strategy,side,prob,entry,exit,pnl,status
2026-04-04T04:03:12.173Z,XRP,momentum,UP,0.2250,0.230000,0.000000,-59.880000,LOSS
2026-04-04T04:03:17.178Z,XRP,momentum,UP,0.1650,0.170000,0.000000,-1.190000,LOSS
2026-04-04T04:03:27.188Z,XRP,momentum,DOWN,0.9350,0.940000,1.000000,3.100000,WIN
2026-04-04T04:03:32.202Z,XRP,momentum,UP,0.0650,0.070000,0.000000,-4.400000,LOSS
2026-04-04T04:03:37.218Z,XRP,momentum,UP,0.0650,0.070000,0.000000,-4.400000,LOSS
2026-04-04T04:03:52.265Z,SOL,momentum,UP,0.0650,0.070000,0.000000,-1.790000,LOSS
2026-04-04T04:04:52.404Z,XRP,momentum,UP,0.2500,0.073377,1.000000,646.850000,WIN
2026-04-04T04:04:57.411Z,XRP,momentum,UP,0.2500,0.064216,1.000000,760.950000,WIN
2026-04-04T04:05:07.462Z,BTC,momentum,UP,0.3550,0.360000,0.000000,-2.260000,LOSS
2026-04-04T04:05:12.466Z,BTC,momentum,UP,0.3950,0.410000,1.000000,16.380000,WIN
2026-04-04T04:05:17.481Z,BTC,momentum,UP,0.3950,0.394058,1.000000,204.690000,WIN
2026-04-04T04:05:27.488Z,BTC,momentum,UP,0.3350,0.340000,1.000000,137.790000,WIN
2026-04-04T04:05:32.491Z,BTC,momentum,DOWN,0.6950,0.700000,0.000000,-50.690000,LOSS
2026-04-04T04:05:37.504Z,BTC,momentum,DOWN,0.6850,0.710000,0.000000,-78.460000,LOSS
2026-04-04T04:05:47.519Z,BTC,momentum,DOWN,0.6950,0.700000,1.000000,20.470000,WIN
2026-04-04T04:05:52.541Z,BTC,momentum,DOWN,0.7050,0.710000,1.000000,5.460000,WIN
2026-04-04T04:05:57.550Z,BTC,momentum,DOWN,0.6950,0.700000,1.000000,20.260000,WIN
2026-04-04T04:06:07.576Z,BTC,momentum,DOWN,0.8050,0.810000,1.000000,0.940000,WIN
2026-04-04T04:06:12.580Z,BTC,momentum,DOWN,0.7750,0.769218,1.000000,19.460000,WIN
2026-04-04T04:06:17.605Z,BTC,momentum,DOWN,0.7050,0.740000,0.000000,-44.820000,LOSS
2026-04-04T04:06:27.620Z,BTC,momentum,DOWN,0.7150,0.720000,0.000000,-10.830000,LOSS
2026-04-04T04:06:32.628Z,BTC,momentum,DOWN,0.6350,0.640000,0.000000,-20.300000,LOSS
2026-04-04T04:06:37.645Z,BTC,momentum,DOWN,0.6250,0.630000,0.000000,-40.620000,LOSS
2026-04-04T04:06:47.673Z,BTC,momentum,DOWN,0.6550,0.670000,0.000000,-41.270000,LOSS
2026-04-04T04:06:52.686Z,ETH,momentum,DOWN,0.7750,0.790000,0.000000,-3.960000,LOSS
2026-04-04T04:06:57.700Z,BTC,momentum,DOWN,0.6650,0.670000,0.000000,-19.540000,LOSS
2026-04-04T04:07:02.701Z,BTC,momentum,UP,0.3150,0.320000,1.000000,24.450000,WIN
2026-04-04T04:07:12.724Z,BTC,momentum,UP,0.2950,0.300000,1.000000,56.960000,WIN
2026-04-04T04:07:17.736Z,BTC,momentum,UP,0.2950,0.290000,1.000000,10.640000,WIN
2026-04-04T04:07:27.754Z,BTC,momentum,UP,0.3500,0.360000,1.000000,27.320000,WIN
2026-04-04T04:07:32.759Z,BTC,momentum,UP,0.3850,0.450000,1.000000,4.390000,WIN
2026-04-04T04:07:37.771Z,BTC,momentum,UP,0.3650,0.364762,1.000000,161.780000,WIN
2026-04-04T04:07:47.798Z,BTC,momentum,UP,0.2750,0.290000,1.000000,41.570000,WIN
2026-04-04T04:07:52.832Z,SOL,momentum,UP,0.4150,0.430000,1.000000,9.780000,WIN
2026-04-04T04:07:57.838Z,BTC,momentum,UP,0.2550,0.250000,1.000000,7.490000,WIN
2026-04-04T04:08:07.849Z,BTC,momentum,UP,0.2350,0.227727,1.000000,33.950000,WIN
2026-04-04T04:08:12.868Z,BTC,momentum,UP,0.2950,0.310000,1.000000,17.830000,WIN
