time,asset,strategy,side,prob,entry,exit,pnl,status
2026-04-06T05:31:27.302Z,ETH,momentum,UP,0.0650,0.070000,0.000000,-5.870000,LOSS
2026-04-06T05:32:09.880Z,ETH,momentum,UP,0.1150,0.120000,0.000000,-5.760000,LOSS
2026-04-06T05:32:37.464Z,ETH,momentum,UP,0.2550,0.260000,0.000000,-49.990000,LOSS
2026-04-06T05:32:42.470Z,ETH,momentum,UP,0.2450,0.250000,0.000000,-8.820000,LOSS
2026-04-06T05:32:49.981Z,ETH,momentum,UP,0.2450,0.250000,0.000000,-15.360000,LOSS
2026-04-06T05:36:23.034Z,SOL,momentum,UP,0.6350,0.640000,1.000000,17.350000,WIN
2026-04-06T05:36:28.046Z,SOL,momentum,UP,0.6350,0.640000,1.000000,13.710000,WIN
2026-04-06T05:36:58.108Z,SOL,momentum,UP,0.7350,0.740000,1.000000,1.270000,WIN
2026-04-06T05:37:03.120Z,SOL,momentum,UP,0.7500,0.770000,1.000000,7.710000,WIN
2026-04-06T05:37:28.160Z,SOL,momentum,UP,0.6900,0.710000,1.000000,11.000000,WIN
2026-04-06T05:37:58.223Z,SOL,momentum,DOWN,0.4550,0.460000,0.000000,-10.610000,LOSS
2026-04-06T05:50:04.518Z,ETH,momentum,UP,0.4750,0.490000,0.000000,-13.160000,LOSS
2026-04-06T05:52:04.782Z,ETH,momentum,UP,0.2250,0.205000,0.000000,-75.280000,LOSS
2026-04-06T05:52:29.838Z,ETH,momentum,UP,0.2950,0.320000,0.000000,-61.310000,LOSS
2026-04-06T05:55:05.150Z,SOL,momentum,DOWN,0.5650,0.690000,0.000000,-40.180000,LOSS
2026-04-06T05:55:45.252Z,SOL,momentum,UP,0.6700,0.680000,1.000000,3.020000,WIN
2026-04-06T05:56:10.273Z,SOL,momentum,UP,0.7000,0.710000,1.000000,1.710000,WIN
2026-04-06T05:56:15.281Z,SOL,momentum,UP,0.7450,0.760000,1.000000,7.730000,WIN
2026-04-06T05:56:45.349Z,SOL,momentum,UP,0.7200,0.730000,1.000000,8.950000,WIN
2026-04-06T05:56:50.355Z,SOL,momentum,UP,0.7350,0.740000,1.000000,8.620000,WIN
2026-04-06T05:56:55.365Z,SOL,momentum,UP,0.7300,0.740000,1.000000,1.270000,WIN
2026-04-06T05:57:50.486Z,SOL,momentum,DOWN,0.2250,0.230000,0.000000,-3.210000,LOSS
2026-04-06T05:57:55.498Z,SOL,momentum,DOWN,0.1750,0.190000,0.000000,-11.930000,LOSS
2026-04-06T06:00:05.707Z,XRP,momentum,UP,0.6550,0.610000,1.000000,13.280000,WIN
2026-04-06T06:07:31.847Z,BTC,momentum,DOWN,0.9150,0.930000,0.000000,-17.130000,LOSS
2026-04-06T06:07:56.927Z,BTC,momentum,DOWN,0.9250,0.940000,0.000000,-16.940000,LOSS
2026-04-06T06:11:05.993Z,ETH,momentum,UP,0.8350,0.880000,1.000000,2.520000,WIN
2026-04-06T06:11:10.997Z,ETH,momentum,UP,0.9350,0.940000,1.000000,0.950000,WIN
2026-04-06T06:15:31.650Z,ETH,momentum,UP,0.7000,0.706333,1.000000,8.660000,WIN
2026-04-06T06:15:51.681Z,SOL,momentum,UP,0.7600,0.770000,1.000000,5.720000,WIN
2026-04-06T06:15:56.688Z,SOL,momentum,UP,0.7850,0.790000,1.000000,0.190000,WIN
2026-04-06T06:16:26.751Z,SOL,momentum,UP,0.9400,0.950000,0.000000,-15.930000,LOSS
2026-04-06T06:16:31.761Z,SOL,momentum,UP,0.9200,0.900000,0.000000,-15.750000,LOSS
2026-04-06T06:17:06.849Z,SOL,momentum,UP,0.9250,0.930000,0.000000,-0.570000,LOSS
2026-04-06T06:17:36.942Z,SOL,momentum,UP,0.9400,0.950000,0.000000,-5.230000,LOSS
2026-04-06T06:20:27.333Z,XRP,momentum,DOWN,0.6750,0.690000,1.000000,2.450000,WIN
2026-04-06T06:20:57.407Z,XRP,momentum,DOWN,0.8050,0.820000,1.000000,2.780000,WIN
2026-04-06T06:21:07.439Z,XRP,momentum,DOWN,0.8350,0.850000,1.000000,3.120000,WIN
2026-04-06T06:21:32.515Z,XRP,momentum,DOWN,0.9250,0.920000,1.000000,1.280000,WIN
2026-04-06T06:21:37.521Z,XRP,momentum,DOWN,0.9150,0.930000,1.000000,1.110000,WIN
